INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
989,"Jews are too connected to their homeland , they are not loyal to our nation.","Jews, regardless of social status, are still regarded with suspicion by many because of the historic and current nature of their connection to the land and identity. Instead of reinforcing these harmful stereotypes, we must respect and understand the Jewish identity because they are loyal to the nation they live in.",JEWS,V2
990,"When a system of government is dominated by one racial group such as the jews, especially when there is a tendency for them to live together, establish rules, and organize and enact laws, then these are signs of a rotten society.","Since when has racism been the ruling ideology of Western civilization? It has been and is still oppressing our culture and people. By the way, Jews are not a race.",JEWS,V2
991,The Jews are responsible for a lot of the ills in our world.,"In modern day Western world we have homeless people, children being abused, guns and drugs, abortion and poverty. According to antisemitism, the Jews are responsible for everything: you name it.",JEWS,V2
992,Jews rule the economy.,The majority of Jews are not members of the 'roosters' but rather are on the fringes of society.,JEWS,V2
993,The only reason the Jews are not being assimilated is because they have the upper hand in the political system.,"The argument that the only reason the Jews are not being assimilated is because of the way they are represented in politics is untenable. In fact if Jews were represented objectively, they wouldn't have had suffered in the historical crimes against humanity.",JEWS,V2
994,Jews have no place in a modern world where human dignity is respected.,Jews helped to create the great scientific and technological achievements that helped free humankind and create the 'modern world' you are living in.,JEWS,V2
995,the Nazis were right: Jews were a race and were responsible for most of the ills of humanity.,Were the Nazis right?? Really??,JEWS,V2
996,the Nazis were right: Jews as a race were responsible for most of the ills of mankind.,"If ""the ills of mankind"" included making the best and the most addictive bread then I agree with you. Other than that: NO.",JEWS,V2
997,Jews have no place here. They are not a part of our country.,I do not understand why where Jews live is such a big deal to you.,JEWS,V2
1001,Children should not be left alone with these animals. Faggots are dangerous.,"Could I just be misinterpreting your words? You seem to me to be talking about children with animals, of zoo keepers with babies... But it might just be homophobia.",LGBT+,V2
1002,"If Islam really was a peaceful religion, we’d expect peaceful marchers to be marching with equal enthusiasm for it.",The main values of a peaceful movement are peaceful protest and non-violence. Why else would people from all walks of life have been demonstrating all over the world this week for Islam? To promote dialogue.,MUSLIMS,V2
1003,Islam is incompatible with Western civilization and should be banned.,This is just another example of the 'us versus them' mentality that pervades society. We as a civilization and as a people must stop giving into fearmongering and scapegoating. It's time to get real.,MUSLIMS,V2
1004,Islam is opposed to peace.,"Peace and Islam are both based on respect for other people's religions, in this case other cultures and religious beliefs. They are not opposites.",MUSLIMS,V2
1007,Islam has no place in a modern democracy like the UK. It is incompatible with human dignity.,"It would be good to see different religions co-exist peacefully, and that is exactly what the West is trying to achieve.",MUSLIMS,V2
1008,"Muslims have the potential to turn into terrorists, and they are willing to do so.","I don't think that's the case, and let's not forget that terrorism itself is not carried out by only one religion.",MUSLIMS,V2
1009,Are you sure that Islam is a peaceful religion?,"There are many peaceful religions outside the dominant paradigm of modernity: Judaism, Buddhism, Hinduism, and of course, Christianity. You cannot say that the four main streams of Islam are not peaceful.",MUSLIMS,V2
1010,"Women are little more than animals, incapable of feeling love.","The truth is that the feelings of men and women are fundamentally similar, we just need to learn to love and to respect each other.",WOMEN,V2
1011,The feminist movement is a dangerous force in our country. It has warped our thought and corrupted our politics.,I think it is necessary to have a critical mind and open-minded attitude towards problems and topics in our society. The root causes are complex but the most important problem is patriarchy and its various manifestations.,WOMEN,V2
1012,The feminists have won. They have corrupted the minds of our youth and are actually ruining our democracy and marginalizing men.,"The concept of feminism is a progressive and inclusive term - inclusive of all women and men regardless of their identity or sexual preference - but on egalitarian basis. In fact, by definition feminism means “the advocacy of women’s rights on the ground of the equality of the sexes.”",WOMEN,V2
1013,A woman's place is with her husband or his family.,"There are many cases where the wife works and provides for the family, making a valuable contribution. It is a source of pride for modern men to be married to these women.",WOMEN,V2
1014,"Women are naturally more emotional than men, and this make them weaker.","Research clearly shows that women are more emotionally expressive (because of culture influence) but not that they experience more emotions. Both men and women can feel the same way about things - whether it be a romantic relationship, a significant other, an argument, or anything else - that can provoke a feeling of fear or anger in the “emotionally unavailable” part of the brain. That is why emotion overrides everything, regardless of gender.",WOMEN,V2
1016,"Afrocentricity is a force of black oppression, and only perpetuates inequality.","First of all, you have to understand that every single person in every country has the right to self-determination.",POC,V2
1018,Blacks are genetically inferior. They are biologically different from us: they are born that way.,"Even if you did think that way, studies have shown - for example - that IQ is well into the range of those for Europeans and the average life expectancy is the same. So if you think they are ""born that way"", well, then you are in the minority.",POC,V2
1019,Affirmative action is just a tool for oppressing white people. It is the real cause of white riots.,"I'm not aware of any evidence of affirmative action causing an uptick in violence. Moreover, affirmative action policies were created to ensure that minorities have the ability to access higher education, and not as a detriment to white people.",POC,V2
1020,White people are victims of black violence.,"Blacks make up only 14% of the population, but they make up nearly 60% of the victims of violent crimes. So your statement seems ungrounded.",POC,V2
1021,Blacks make up only 14% of the population but they kill more people than whites. It is a fact.,It is also a fact that African Americans are a majority when we consider innocent defendants (i.e. a person wrongfully convicted of murder and later exonerated). Innocent black people are about seven times more likely to be convicted of murder than innocent white people.,POC,V2
1022,Now we can't use the N-word anymore. This political correctness is killing our culture.,The N-word is an insult that is still used to demean African Americans. It has nothing to do with political correctness.,POC,V2
1024,Black people are just a bunch of whining pussies. We don't need them.,"Diversity is needed in certain social and political circumstances. We mustn't simply ignore or dismiss the concerns of different races. As minorities are still systematically discriminated against, we cannot afford to be indifferent.",POC,V2
1025,White immigrants are welcome.,What about when they come from other races or religions?,POC,V2
1026,The drug trade is full of Black people who are breaking the law.,The majority of the people arrested for drug smuggling are poor. Those arrested for crime in general are not generally poor. Maybe this phenomenon has to do more with poverty than with the colour of their skin.,POC,V2
1027,"Black race is subhuman, it should not be considered equal to humans.","According to modern thinking, race is a social construct and there is no specific genetic difference, every person is defined by their own genetic makeup.",POC,V2
1028,"Black race is subhuman, In Africa they keep their children in horrible conditions.","That is called poverty. Anyway, as long as children have access to clean drinking water, food and shelter, they will be OK.",POC,V2
1029,The goverment is making law exclusively for black people. Affirmative action is just a tool for oppressing white people.,"Laws and policies are usually necessary for the progress of society. Governments often create laws and policies to stop crime, protect against poverty, protect the environment, etc. Protecting minorities is no exception.",POC,V2
1030,Afro-Americans are naturally violent.,"All races are biologically related, so we are all naturally violent. The issue is how we treat each other as people, that's all.",POC,V2
1033,Immigrants don't pay the tax because they are dishonest.,"Their income is actually heavily taxed. To make it easier for you, we should take a look at the effective tax rate on immigrant earnings.",MIGRANTS,V2
1035,These migrants are causing problems in Europe. They are not welcome here.,What about all the refugees that have already crossed the Mediterranean and integrated in our society? Aren they a problem for Europe as well?,MIGRANTS,V2
1036,"We should keep immigration down. The more immigrants there are, the harder it is for us all to be proud of our nations.",Why do we have to go to such lengths to be proud of our nations? Is it a burden? Do we have to save our honour? Why can't we just be happy in our own skin?,MIGRANTS,V2
1038,Refugees are a burden and a danger to the host country.,This is not true. Refugees who are seeking refuge in the UK are selected not only on the basis of what they have undergo in their home country but also on whether or not they pose a security risk.,MIGRANTS,V2
1039,Immigrants are a security risk to our country.,"Immigrants are American citizens, and welcome to our country. They have performed all types of roles in the American democratic system. This is true security and not hate speech.",MIGRANTS,V2
1040,"Jews control the banks, Hollywood, the highest offices of government, and most churches. They rule our society.","When a religion, a race or an ideology rules a nation we have never had a stable, peaceful or democratic government. Not even since the fall of Rome. So how can the Jews control our nation?",JEWS,V2
1041,"Jews control the banks, the highest offices of government, and most churches. They rule our society.","Every single religion has a political wing, from Unitarianism, through Buddhism, and, of course, Judaism.",JEWS,V2
1042,The Nazis killed six million Jews and buried another three million. This is the West we love.,"The virulent anti-Semitism of the Nazi regime has little to do with ""the West"", and everything to do with death, destruction and insanity.",JEWS,V2
1043,Freedom of speech is under attack. It's being taken away by Zionist Occupation Government.,"Freedom of speech means that you can disagree with ideas. Freedom of speech means that you cannot be censored. Freedom of speech means that you can have your ideas promoted. In the end you can have a lot of different beliefs, but there is no such thing as a Zionist Occupation Government, otherwise you would not be allowed to freely express these antisemitic ideas.",JEWS,V2
1044,Jews have nothing to do with Europe.,Jews came to Europe in waves and have contributed greatly to our civilisation.,JEWS,V2
1045,"Jews, as a religion, have always been a burden to others. They have always acted as if they were superior.","While not universally true, a great deal of evidence suggests that Jews faced considerable societal challenges during the past centuries.",JEWS,V2
1046,Jews own most corporations and banks. They own most movie studios and cable companies.,"Of course not. The Jewish people have made contributions to various industries - like many other people have. That does not imply ""owing most corporation, banks, studios, etcetera"". Why should their contribution be a problem? Just because they are Jews?",JEWS,V2
1047,"Jews control Hollywood, they own most banks, and they own most corporations.","Jews have been part of the industry for a long time, and have been among the greatest innovators and investors, and this is something they should be praised for. Instead they are the victims of discrimination and exclusion.",JEWS,V2
1048,Marriage is between a man and a woman. We must stop this LGBT perversion.,"Even if LGBT+ love does not fall under your definition of marriage, they should be allowed to be happy and happy together. Not forced to live apart or segregated.",LGBT+,V2
1050,All homosexuals are trying to undermine the family by trying to impose their sexual preferences.,"Isn't preference a matter of individual identity, and cannot be imposed? People are just living their lives. Any sinister agenda appears to be yours.",LGBT+,V2
1053,Do you really want to redefine marriage?,"If you take LGBT peoples rights into consideration, of course the practice of marriage needs to be redefined.",LGBT+,V2
1055,Let's stop this homosexual lifestyle!,Does the LGBT+ lifestyle change your life? Only if you care. But that doesn't mean that homosexuality is a lifestyle.,LGBT+,V2
